Date,Open,High,Low,Close,Adj Close,Volume
2019-01-08,383.000000,383.000000,375.750000,378.750000,369.250153,2154121
2019-01-09,382.000000,382.000000,373.299988,377.299988,367.836548,1166498
2019-01-10,377.950012,381.799988,376.950012,380.250000,370.712524,1286641
2019-01-11,380.299988,381.000000,375.100006,377.149994,367.690277,1829555
2019-01-14,377.000000,377.000000,372.399994,374.450012,365.058044,927301
2019-01-15,375.000000,386.000000,375.000000,385.149994,375.489624,1965520
2019-01-16,385.299988,390.700012,379.200012,389.299988,379.535553,2847403
2019-01-17,391.200012,395.450012,386.500000,394.500000,384.605133,4156932
2019-01-18,396.500000,399.950012,392.250000,399.299988,389.284698,3617922
2019-01-21,397.500000,402.700012,392.100006,396.200012,386.262451,2563705
2019-01-22,393.399994,394.700012,387.100006,390.600006,380.802917,3328908
2019-01-23,390.000000,392.000000,383.600006,385.200012,375.538391,3653992
2019-01-24,386.000000,386.500000,377.600006,380.950012,371.394989,3633336
2019-01-25,382.500000,383.750000,372.250000,373.850006,364.473083,4760625
2019-01-28,374.950012,375.350006,292.100006,326.100006,317.920715,15177384
2019-01-29,330.000000,354.600006,327.600006,349.250000,340.490082,9816333
2019-01-30,349.049988,349.049988,335.600006,338.149994,329.668488,7672859
2019-01-31,339.899994,341.700012,330.200012,338.649994,330.155945,6403921
2019-02-01,339.899994,346.799988,333.350006,338.450012,329.960968,3119675
2019-02-04,337.250000,338.799988,329.049988,335.649994,327.231201,4517829
2019-02-05,333.100006,340.950012,330.750000,339.799988,331.277100,3262960
2019-02-06,338.799988,341.799988,318.850006,330.350006,322.064148,6687853
2019-02-07,330.549988,336.350006,322.600006,332.350006,324.013977,4871712
2019-02-08,333.000000,336.500000,328.000000,331.500000,323.185272,2915806
2019-02-11,332.950012,333.950012,318.399994,328.799988,320.553009,3783848
2019-02-12,328.799988,329.950012,323.250000,326.799988,318.603149,4496913
2019-02-14,342.000000,352.200012,340.049988,349.100006,340.343872,6612759
2019-02-15,347.549988,352.899994,347.299988,350.149994,341.367523,7728519
2019-02-18,348.000000,352.899994,345.549988,347.299988,338.588989,6875440
2019-02-19,347.500000,348.500000,337.549988,339.549988,331.033356,3300497
2019-02-20,342.000000,356.350006,340.950012,354.750000,345.852142,4885571
2019-02-21,352.100006,359.250000,350.799988,355.750000,346.827057,4089677
2019-02-22,353.549988,358.600006,352.700012,354.299988,345.413391,1719606
2019-02-25,329.000000,339.549988,320.600006,324.549988,316.409607,21795407
2019-02-26,324.000000,326.500000,315.750000,323.500000,315.385956,14243781
2019-02-27,326.549988,332.299988,322.600006,325.250000,317.092041,5738757
2019-02-28,328.700012,329.700012,325.149994,325.850006,317.677002,5059506
2019-03-01,328.799988,334.799988,327.000000,333.200012,324.842682,4756894
2019-03-05,333.250000,340.500000,330.500000,339.250000,330.740906,5098498
2019-03-06,342.500000,349.200012,334.049988,337.049988,328.596100,7949482
2019-03-07,338.000000,342.500000,335.000000,340.899994,332.349487,3047318
2019-03-08,340.899994,342.950012,338.100006,342.149994,333.568146,2265000
2019-03-11,343.200012,352.899994,342.149994,351.299988,342.488678,2918059
2019-03-12,352.549988,365.149994,351.600006,361.049988,351.994110,5386817
2019-03-13,361.450012,369.399994,357.799988,367.149994,357.941101,3888377
2019-03-14,367.000000,369.200012,360.200012,366.000000,356.819977,1775804
2019-03-15,366.250000,368.950012,361.500000,367.100006,357.892395,3057825
2019-03-18,365.049988,375.799988,365.049988,369.000000,359.744690,3037029
2019-03-19,370.000000,372.000000,362.500000,365.750000,356.576233,1933040
2019-03-20,367.000000,367.549988,359.500000,360.600006,351.555389,2925322
2019-03-22,359.600006,362.000000,355.299988,360.750000,351.701660,3229387
2019-03-25,358.899994,363.000000,353.149994,361.350006,352.286591,3162063
2019-03-26,361.350006,369.850006,361.350006,368.600006,359.354767,2657710
2019-03-27,367.200012,371.700012,364.200012,366.299988,357.112427,2965654
2019-03-28,368.850006,382.649994,366.299988,381.299988,371.736176,5909606
2019-04-01,380.950012,386.500000,378.799988,383.049988,373.442322,2479521
2019-04-02,383.000000,386.000000,377.500000,379.700012,370.176331,1825681
2019-04-03,380.299988,386.299988,380.000000,382.000000,372.418671,2701443
2019-04-04,382.000000,382.049988,374.700012,378.250000,368.762726,1397625
2019-04-05,379.000000,388.899994,377.399994,387.149994,377.439453,2443633
2019-04-08,388.299988,388.299988,375.149994,379.899994,370.371307,2624528
2019-04-09,379.750000,381.600006,373.000000,380.700012,371.151276,1542463
2019-04-10,378.399994,385.399994,375.200012,383.450012,373.832245,2067637
2019-04-11,382.500000,383.000000,377.500000,379.450012,369.932617,1621369
2019-04-12,379.200012,387.000000,377.299988,385.649994,375.977081,2146541
2019-04-15,385.000000,389.000000,382.750000,387.049988,377.341980,2070828
2019-04-16,387.049988,396.549988,386.100006,395.649994,385.726257,3728013
2019-04-18,395.000000,395.500000,388.899994,390.549988,380.754181,3218018
2019-04-22,388.399994,391.799988,384.250000,391.049988,381.241669,2279282
2019-04-23,389.549988,391.700012,385.549988,390.899994,381.095398,2424827
2019-04-24,387.700012,394.000000,386.100006,391.750000,381.924103,1674322
2019-04-25,390.000000,392.899994,387.649994,389.250000,379.486816,5163069
2019-04-26,387.299988,393.700012,385.649994,391.750000,381.924103,1681376
2019-04-30,391.149994,393.950012,384.799988,392.799988,382.947754,2502107
2019-05-02,392.799988,397.000000,390.149994,395.299988,385.385040,2139442
2019-05-03,393.000000,398.399994,385.049988,387.250000,377.536957,1863548
2019-05-06,386.000000,386.049988,378.450012,379.799988,370.273834,1648057
2019-05-07,381.000000,383.950012,370.100006,371.899994,362.571960,1628805
2019-05-08,370.049988,374.899994,367.700012,369.799988,360.524628,1688110
2019-05-09,369.899994,370.700012,361.100006,363.899994,354.772644,1315271
2019-05-10,363.899994,378.700012,363.899994,372.549988,363.205658,3030255
2019-05-13,369.899994,372.299988,362.950012,364.750000,355.601318,1520562
2019-05-14,362.899994,373.799988,362.000000,370.549988,361.255829,3050760
2019-05-15,371.000000,375.000000,359.100006,360.149994,351.116699,2499138
2019-05-16,361.000000,374.000000,361.000000,371.500000,362.182007,3157194
2019-05-17,368.799988,372.799988,362.000000,367.100006,357.892395,3059404
2019-05-20,388.500000,408.200012,376.049988,400.100006,390.064667,10973781
2019-05-21,409.000000,411.399994,385.299988,387.600006,377.878204,9115899
2019-05-22,389.000000,393.450012,378.399994,385.950012,376.269592,4543570
2019-05-23,398.950012,430.600006,392.149994,407.549988,397.327789,23021274
2019-05-24,408.450012,414.850006,399.500000,410.250000,399.960083,9272570
2019-05-27,409.250000,417.299988,405.600006,412.399994,402.056152,5088602
2019-05-28,420.000000,426.799988,408.700012,412.649994,402.299866,18296760
2019-05-29,412.299988,412.950012,404.299988,406.549988,396.352875,2511011
2019-05-30,406.549988,411.799988,401.600006,409.299988,399.033875,5598272
2019-05-31,408.799988,417.700012,407.350006,416.399994,405.955811,4217665
2019-06-03,416.399994,426.350006,412.100006,424.750000,414.096344,3852273
2019-06-04,423.399994,429.850006,417.399994,425.549988,414.876312,7683485
2019-06-06,428.149994,429.500000,420.799988,426.299988,415.607483,4848580
2019-06-07,426.299988,427.399994,419.450012,425.200012,414.535126,2648848
2019-06-10,424.100006,429.500000,420.600006,425.750000,415.071259,2374282
2019-06-11,424.700012,427.799988,423.149994,426.299988,415.607483,1707108
2019-06-12,425.250000,429.399994,423.000000,424.950012,414.291412,2329686
2019-06-13,424.000000,426.299988,422.500000,424.950012,414.291412,2925612
2019-06-14,424.950012,428.149994,423.750000,426.399994,415.704987,2745328
2019-06-17,426.000000,426.350006,422.100006,422.850006,412.244049,2736051
2019-06-18,424.899994,425.700012,418.600006,421.399994,410.830383,3509487
2019-06-19,423.500000,424.850006,400.700012,407.700012,397.474030,5938743
2019-06-20,397.950012,412.600006,389.700012,401.200012,391.137115,8383317
2019-06-21,402.149994,407.649994,397.649994,402.000000,391.917023,4710025
2019-06-24,400.000000,407.399994,399.799988,406.000000,395.816650,2582740
2019-06-25,404.000000,407.200012,402.649994,405.649994,395.475433,2099347
2019-06-26,405.399994,417.600006,404.000000,414.950012,404.542236,3327963
2019-06-27,415.250000,418.299988,404.700012,406.500000,396.304138,8841636
2019-06-28,408.700012,413.350006,407.000000,410.200012,399.911377,2148799
2019-07-01,412.000000,414.000000,408.500000,413.250000,402.884827,1457022
2019-07-02,413.000000,416.450012,409.399994,414.049988,403.664734,1671598
2019-07-03,414.000000,419.500000,414.000000,414.899994,404.493439,2542307
2019-07-04,416.000000,417.250000,413.350006,414.899994,404.493439,1101623
2019-07-05,416.399994,416.500000,400.549988,402.450012,392.355743,1670037
2019-07-08,401.000000,404.450012,395.950012,397.799988,387.822327,1648021
2019-07-09,397.700012,406.000000,392.649994,405.000000,394.841736,1952280
2019-07-10,406.950012,408.799988,402.350006,405.000000,394.841736,2023029
2019-07-11,408.200012,413.700012,403.899994,412.899994,402.543610,1732979
2019-07-12,411.950012,419.399994,409.600006,415.299988,404.883392,2818537
2019-07-15,413.549988,416.200012,408.100006,409.100006,398.838928,2601603
2019-07-16,411.649994,421.500000,407.649994,417.750000,407.271973,2111513
2019-07-17,420.200012,421.100006,414.299988,417.049988,406.589508,1698318
2019-07-18,416.700012,419.299988,410.750000,412.399994,402.056152,1300071
2019-07-19,414.549988,416.649994,401.750000,405.500000,395.329224,1894624
2019-07-22,403.799988,409.500000,396.500000,407.200012,396.986572,1941825
2019-07-23,409.000000,409.000000,398.000000,399.750000,389.723450,2835920
2019-07-24,400.000000,400.549988,378.000000,380.799988,371.248718,4748109
2019-07-25,380.799988,385.549988,377.000000,380.350006,370.810059,2998970
2019-07-26,380.649994,384.399994,377.200012,381.649994,372.273193,2701597
2019-07-29,381.549988,382.799988,372.000000,373.850006,364.664825,1888927
2019-07-30,376.600006,379.899994,371.100006,373.450012,364.274658,2312161
2019-07-31,373.000000,381.799988,368.649994,377.549988,368.273926,2429787
2019-08-01,376.000000,377.850006,366.299988,371.100006,361.982391,1720133
2019-08-02,368.500000,379.750000,363.649994,375.450012,366.225525,3029294
2019-08-05,372.000000,372.000000,359.149994,367.850006,358.812256,2432675
2019-08-06,365.600006,378.600006,365.250000,376.950012,367.688660,3719169
2019-08-07,379.549988,379.549988,365.649994,372.250000,363.104126,3419644
2019-08-08,378.000000,379.500000,367.450012,373.950012,364.762390,3397923
2019-08-09,377.700012,380.500000,374.250000,376.600006,367.347260,2223023
2019-08-13,376.399994,379.549988,359.100006,360.549988,351.691589,2576776
2019-08-14,361.549988,363.000000,356.600006,358.850006,350.033386,4506969
2019-08-16,356.049988,358.549988,350.000000,357.350006,348.570221,4433448
2019-08-19,357.600006,363.399994,356.500000,357.399994,348.618988,2152462
2019-08-20,357.399994,359.750000,352.000000,354.950012,346.229156,1767899
2019-08-21,355.000000,355.000000,348.399994,350.700012,342.083618,1459740
2019-08-22,348.799988,348.799988,340.799988,345.049988,336.572388,2171160
2019-08-23,346.399994,354.149994,339.649994,349.350006,340.766754,2246560
2019-08-26,366.000000,375.000000,349.350006,368.200012,359.153656,4974219
2019-08-27,370.299988,374.250000,367.299988,372.049988,362.909027,3040184
2019-08-28,373.100006,374.250000,364.049988,365.950012,356.958923,2186454
2019-08-29,367.000000,370.299988,361.299988,366.200012,357.202789,1725632
2019-08-30,368.450012,368.850006,359.399994,365.700012,356.715057,2313806
2019-09-03,362.700012,367.149994,359.549988,361.299988,352.423126,1638833
2019-09-04,361.299988,365.750000,356.649994,364.350006,355.398224,1846644
2019-09-05,365.700012,367.750000,361.250000,366.549988,357.544189,1642165
2019-09-06,368.000000,368.700012,363.799988,365.750000,356.763824,2366109
2019-09-09,365.799988,371.799988,363.649994,369.549988,360.470459,2954338
2019-09-11,371.200012,374.950012,366.500000,373.350006,364.177094,3341392
2019-09-12,375.000000,376.200012,370.500000,372.450012,363.299225,2625251
2019-09-13,376.500000,377.000000,370.399994,374.200012,365.006226,2925109
2019-09-16,373.000000,373.799988,368.100006,370.600006,361.494690,2561643
2019-09-17,370.600006,373.250000,362.799988,365.299988,356.324860,2609989
2019-09-18,365.000000,368.299988,364.200012,366.350006,357.349091,1469778
2019-09-19,366.299988,366.500000,357.850006,361.899994,353.008423,1317155
2019-09-20,362.450012,384.799988,361.000000,380.700012,371.346527,6134710
2019-09-23,394.000000,417.500000,386.100006,410.950012,400.853333,6695717
2019-09-24,409.950012,417.500000,403.950012,413.850006,403.682068,3112368
2019-09-25,409.299988,417.950012,409.100006,414.799988,404.608673,2997555
2019-09-26,412.200012,420.600006,412.000000,419.149994,408.851807,8639414
2019-09-27,418.000000,420.500000,406.100006,408.600006,398.561066,3789544
2019-09-30,403.000000,415.549988,401.450012,413.950012,403.779633,3152658
2019-10-01,415.200012,417.899994,401.600006,404.049988,394.122833,2532760
2019-10-03,403.500000,406.200012,398.600006,403.899994,393.976501,2619077
2019-10-04,405.500000,407.250000,392.950012,394.600006,384.905029,1610595
2019-10-07,396.000000,400.750000,390.649994,395.250000,385.539032,1399825
2019-10-09,396.350006,402.850006,391.549988,400.450012,390.611298,3905912
2019-10-10,397.799988,401.600006,395.600006,399.899994,390.074768,3034826
2019-10-11,401.250000,410.250000,395.899994,409.049988,398.999969,2283201
2019-10-14,410.899994,413.000000,404.799988,407.450012,397.439301,3313476
2019-10-15,408.850006,414.500000,407.450012,413.750000,403.584503,2434978
2019-10-16,413.000000,413.750000,403.600006,410.000000,399.926636,2008661
2019-10-17,409.100006,411.200012,404.600006,409.149994,399.097534,2478950
2019-10-18,410.000000,423.799988,408.000000,421.700012,411.339203,4047650
2019-10-22,421.500000,428.850006,417.100006,420.750000,410.412506,2380735
2019-10-23,418.000000,419.000000,395.000000,396.100006,386.368164,6752056
2019-10-24,399.000000,401.450012,393.350006,399.149994,389.343231,6433637
2019-10-25,402.950012,402.950012,396.850006,398.950012,389.148132,3272059
2019-10-27,402.250000,402.250000,398.549988,399.799988,389.977234,110114
2019-10-29,401.000000,401.000000,398.149994,398.950012,389.148132,2269051
2019-10-30,399.200012,405.000000,395.500000,398.100006,388.319031,5590453
2019-10-31,399.250000,400.000000,393.649994,395.799988,386.075531,2529130
2019-11-01,396.000000,397.250000,387.850006,389.750000,380.174194,3665336
2019-11-04,390.000000,394.950012,389.750000,391.000000,381.393463,3146855
2019-11-05,391.700012,392.899994,386.500000,390.000000,380.418030,1395899
2019-11-06,390.000000,394.399994,388.500000,391.000000,381.393463,2277683
2019-11-07,390.500000,392.000000,388.049988,390.450012,380.856995,1615593
2019-11-08,391.200012,391.200012,385.500000,386.149994,376.662598,1206504
2019-11-11,386.149994,389.149994,382.500000,387.899994,378.369598,2300763
2019-11-13,391.000000,391.799988,369.399994,370.799988,361.689728,5392849
2019-11-14,371.899994,374.100006,365.850006,369.100006,360.031525,2662084
2019-11-15,369.100006,370.899994,365.500000,366.299988,357.300293,2362065
2019-11-18,366.299988,367.450012,364.100006,365.649994,356.666260,1835202
2019-11-19,367.500000,368.149994,361.549988,364.049988,355.105591,2758083
2019-11-20,364.500000,377.100006,364.000000,366.700012,357.690491,6385953
2019-11-21,368.000000,376.250000,368.000000,372.100006,362.957825,6556285
2019-11-22,372.250000,375.549988,370.450012,371.450012,362.323792,3679373
2019-11-25,372.000000,379.200012,371.500000,374.700012,365.493927,3050808
2019-11-26,377.049988,378.000000,368.450012,370.399994,361.299591,4348236
2019-11-27,372.000000,374.350006,367.250000,372.950012,363.786957,1417796
2019-11-28,376.000000,377.700012,370.500000,372.600006,363.445557,1649478
2019-11-29,372.000000,384.950012,370.799988,382.049988,372.663361,30111277
2019-12-02,381.100006,383.350006,375.850006,377.750000,368.468994,3783084
2019-12-03,380.000000,380.000000,359.549988,361.950012,353.057190,4189825
2019-12-04,361.500000,370.350006,357.350006,367.850006,358.812256,4369308
2019-12-05,368.000000,373.600006,365.149994,368.399994,359.348724,3179935
2019-12-06,370.649994,371.299988,363.399994,366.149994,357.153992,2376977
2019-12-09,368.250000,377.500000,364.950012,373.600006,364.420959,4988293
2019-12-10,373.899994,375.850006,366.049988,366.899994,357.885559,2108098
2019-12-11,368.950012,370.850006,365.000000,369.700012,360.616760,1710192
2019-12-12,371.450012,376.500000,370.899994,372.500000,363.347961,2012086
2019-12-13,372.549988,380.899994,372.549988,376.950012,367.688660,2699035
2019-12-16,377.250000,380.450012,366.950012,368.350006,359.299957,3579883
2019-12-17,369.200012,373.000000,367.549988,371.250000,362.128693,4226416
2019-12-18,372.100006,375.799988,369.100006,374.500000,365.298859,3960881
2019-12-19,374.000000,374.250000,367.600006,369.649994,360.568024,2769484
2019-12-20,370.200012,378.000000,370.200012,372.299988,363.152893,10808900
2019-12-23,372.049988,374.200012,364.250000,366.899994,357.885559,4275342
2019-12-24,368.000000,372.000000,366.000000,368.600006,359.543823,2948878
2019-12-26,368.799988,370.600006,362.100006,363.649994,354.715393,2503435
2019-12-27,366.750000,367.899994,362.799988,363.700012,354.764191,2146972
2019-12-30,371.000000,371.000000,363.750000,365.950012,356.958923,4732203
2019-12-31,366.000000,368.649994,364.899994,366.000000,357.007690,2043206
2020-01-01,368.000000,379.250000,366.000000,377.649994,368.371460,11377167
2020-01-02,377.950012,384.700012,376.500000,383.149994,373.736328,5919760
2020-01-03,382.700012,384.350006,379.200012,382.500000,373.102295,3684824
2020-01-06,388.000000,388.000000,374.750000,380.200012,370.858795,12482680
2020-01-07,384.049988,389.750000,382.399994,384.799988,375.345764,8091465
2020-01-08,379.000000,387.600006,378.250000,385.649994,376.174896,4620991
2020-01-09,389.149994,394.000000,386.049988,391.799988,382.173798,4186783
2020-01-10,391.799988,394.299988,390.000000,392.049988,382.417664,2405154
2020-01-13,391.899994,393.899994,389.299988,390.350006,380.759430,1516112
2020-01-14,391.000000,392.600006,386.000000,389.200012,379.637695,1963128
2020-01-15,389.299988,391.399994,386.000000,390.799988,381.198395,1536571
2020-01-16,392.000000,394.600006,389.799988,390.950012,381.344696,1340762
2020-01-17,390.899994,392.399994,386.000000,387.600006,378.076996,1644832
2020-01-20,387.649994,389.200012,378.799988,380.049988,370.712494,1760945
2020-01-21,378.799988,382.000000,375.299988,379.950012,370.614960,2005178
2020-01-22,379.950012,385.000000,379.000000,383.600006,374.175293,1817459
2020-01-23,384.450012,386.750000,380.750000,385.850006,376.369995,1202104
2020-01-24,383.000000,387.399994,380.299988,384.750000,375.297028,1572385
2020-01-27,383.700012,386.250000,379.799988,381.250000,371.882996,1076027
2020-01-28,380.700012,381.500000,370.200012,372.950012,363.786957,2220618
2020-01-29,377.500000,387.750000,373.750000,383.350006,373.931427,3588224
2020-01-30,381.000000,383.700012,376.850006,378.000000,368.712860,1526892
2020-01-31,380.049988,381.549988,368.250000,369.399994,360.324158,2912256
2020-02-03,364.000000,370.000000,355.500000,367.350006,358.324524,2857926
2020-02-04,370.100006,376.000000,366.350006,372.500000,363.347961,3061868
2020-02-05,372.000000,372.500000,361.100006,366.600006,357.592987,3441871
2020-02-06,370.000000,373.200012,367.649994,370.200012,361.104492,4172547
2020-02-07,370.200012,373.700012,367.200012,369.549988,360.470459,2197903
2020-02-10,370.049988,373.450012,366.149994,368.250000,359.202423,1537598
2020-02-11,370.500000,378.399994,369.049988,374.200012,365.006226,2836917
2020-02-12,376.950012,378.899994,371.600006,374.100006,364.908661,1873710
2020-02-13,374.000000,374.700012,367.000000,369.100006,360.031525,1602247
2020-02-14,370.299988,372.000000,366.000000,366.850006,357.836823,1012713
2020-02-17,366.850006,366.850006,359.399994,362.799988,353.886292,1979626
2020-02-18,362.500000,368.450012,358.350006,366.600006,357.592987,1693616
2020-02-19,371.000000,374.450012,367.350006,371.299988,362.177460,2057811
2020-02-20,371.000000,374.500000,370.000000,370.850006,361.738525,1799254
2020-02-24,367.649994,371.399994,361.500000,362.250000,353.349854,2070656
2020-02-25,362.299988,364.700012,355.600006,358.399994,349.594421,2530137
2020-02-26,356.899994,362.500000,352.899994,358.399994,349.594421,4164401
2020-02-27,358.700012,360.750000,351.500000,353.700012,345.009888,1977795
2020-02-28,347.000000,348.649994,339.200012,342.200012,333.792419,4299292
2020-03-02,346.100006,351.049988,338.299988,340.649994,332.280487,2510491
2020-03-03,344.000000,349.049988,342.000000,347.299988,338.767120,3671071
2020-03-04,347.799988,349.799988,339.899994,345.950012,337.450317,3490806
2020-03-05,347.299988,351.899994,346.500000,349.149994,340.571686,2709900
2020-03-06,339.799988,343.200012,331.250000,341.399994,333.012085,3966036
2020-03-09,334.700012,334.700012,316.850006,321.899994,313.991180,3230309
2020-03-11,322.799988,326.350006,316.200012,320.200012,312.332977,5634335
2020-03-12,288.200012,301.899994,284.000000,287.649994,280.582672,9895066
2020-03-13,260.000000,300.700012,232.000000,292.750000,285.557343,21079070
2020-03-16,273.000000,276.850006,252.000000,261.399994,257.795532,7727458
2020-03-17,265.000000,283.350006,265.000000,267.149994,263.466248,9691217
2020-03-18,270.000000,273.000000,256.000000,260.399994,256.809326,5581367
2020-03-19,248.000000,264.149994,241.000000,258.350006,254.787598,8727962
2020-03-20,257.600006,264.500000,247.199997,256.399994,252.864487,7028900
2020-03-23,235.000000,235.800003,203.000000,207.800003,204.934647,5716748
2020-03-24,216.000000,238.750000,212.600006,231.750000,228.554382,9694177
2020-03-25,222.300003,266.500000,222.300003,255.600006,252.075516,11745146
2020-03-26,257.649994,260.100006,241.500000,248.199997,244.777557,8701776
2020-03-27,259.000000,259.600006,244.000000,251.300003,247.834808,4871435
2020-03-30,248.000000,254.850006,237.000000,251.649994,248.179977,8946439
2020-03-31,255.000000,259.600006,247.050003,251.300003,247.834808,6401278
2020-04-01,246.050003,247.800003,235.050003,244.800003,241.424438,4034211
2020-04-03,246.000000,252.800003,238.899994,244.800003,241.424438,7210403
2020-04-07,254.199997,255.850006,245.600006,248.100006,244.678940,7360798
2020-04-08,248.000000,255.850006,242.750000,250.850006,247.391022,6897792
2020-04-09,254.000000,254.600006,247.449997,251.899994,248.426529,5290625
2020-04-13,252.000000,265.500000,247.500000,262.850006,259.225555,6979344
2020-04-15,265.000000,279.399994,265.000000,268.899994,265.192108,7606664
2020-04-16,267.000000,271.299988,260.299988,267.600006,263.910065,3267284
2020-04-17,275.000000,275.899994,263.600006,268.149994,264.452454,3470146
2020-04-20,273.500000,273.500000,266.549988,270.500000,266.770050,2234365
2020-04-21,266.049988,269.600006,260.899994,265.200012,261.543152,2562044
2020-04-22,260.000000,273.850006,258.500000,271.899994,268.150726,3229099
2020-04-23,273.500000,279.700012,268.500000,277.600006,273.772156,3594086
2020-04-24,273.950012,276.950012,269.549988,270.649994,266.917969,2515755
2020-04-27,273.299988,277.100006,269.500000,271.149994,267.411102,1845577
2020-04-28,271.149994,274.700012,270.000000,272.950012,269.186310,1808291
2020-04-29,274.000000,293.200012,272.700012,287.649994,283.683563,4058322
2020-04-30,295.049988,296.000000,285.100006,290.100006,286.099792,4675412
2020-05-04,275.000000,280.000000,262.000000,266.350006,262.677307,6359013
2020-05-05,271.700012,271.700012,261.100006,263.100006,259.472107,4866839
2020-05-06,261.100006,273.500000,261.100006,270.149994,266.424866,10547916
2020-05-07,271.200012,284.500000,268.450012,282.399994,278.505951,6505707
2020-05-08,285.100006,286.850006,280.549988,285.049988,281.119415,2594066
2020-05-11,285.200012,293.250000,285.200012,289.700012,285.705322,3204070
2020-05-12,289.000000,292.799988,285.250000,291.500000,287.480499,4602740
2020-05-13,297.000000,311.899994,262.350006,309.350006,305.084381,9559902
2020-05-14,301.100006,311.450012,301.100006,308.399994,304.147461,5684066
2020-05-15,309.000000,312.000000,305.350006,309.250000,304.985718,3712050
2020-05-18,306.000000,307.350006,291.350006,293.299988,289.255646,3625908
2020-05-19,299.799988,320.899994,297.350006,319.200012,314.798553,10540236
2020-05-20,318.000000,324.799988,311.549988,323.750000,319.285797,6985180
2020-05-21,319.399994,322.149994,315.399994,317.149994,312.776794,4602568
2020-05-22,315.000000,315.000000,306.549988,310.600006,306.317139,3428549
2020-05-26,312.399994,320.549988,309.600006,315.600006,311.248199,4031218
2020-05-27,313.000000,328.500000,313.000000,326.649994,322.145813,6352246
2020-05-28,329.500000,334.149994,327.450012,331.799988,327.224792,5654879
2020-05-29,330.000000,330.000000,322.049988,323.799988,319.335083,12299517
2020-06-01,326.000000,336.350006,326.000000,329.350006,324.808594,2865749
2020-06-02,330.200012,341.649994,325.799988,339.950012,335.262421,4668305
2020-06-03,344.000000,344.950012,336.850006,339.549988,334.867889,5177337
2020-06-04,341.000000,342.899994,337.600006,339.200012,334.522766,4625229
2020-06-05,340.100006,347.149994,337.200012,341.149994,336.445862,2348630
2020-06-08,343.100006,347.649994,340.950012,343.299988,338.566193,2771175
2020-06-09,344.500000,351.350006,341.299988,346.049988,341.278290,3387618
2020-06-10,346.049988,349.750000,340.399994,346.549988,341.771393,2324983
2020-06-11,348.000000,348.000000,336.799988,338.649994,333.980316,4260956
2020-06-12,330.649994,347.799988,327.700012,345.299988,340.538635,3022904
2020-06-15,346.500000,346.850006,336.850006,339.750000,335.065155,2474091
2020-06-16,347.000000,347.000000,335.899994,340.799988,336.100677,2686016
2020-06-17,341.000000,346.450012,337.549988,341.299988,336.593781,2457982
2020-06-18,340.350006,345.500000,335.149994,343.799988,339.059296,2502231
2020-06-19,344.399994,354.899994,341.500000,348.899994,344.088989,6917609
2020-06-22,350.000000,353.899994,346.700012,349.600006,344.779358,2515837
2020-06-23,350.000000,357.200012,346.750000,355.649994,350.745911,2715717
2020-06-24,355.350006,360.000000,349.600006,351.850006,346.998322,2841354
2020-06-25,349.799988,351.500000,342.200012,344.000000,339.256561,5056963
2020-06-26,348.000000,349.000000,339.600006,343.200012,338.467621,3979419
2020-06-29,341.350006,344.049988,339.100006,342.649994,337.925201,3263757
2020-06-30,344.000000,349.799988,342.399994,343.899994,339.157959,2828818
2020-07-01,345.899994,347.049988,341.299988,343.799988,339.059296,1202080
2020-07-02,346.000000,349.600006,344.899994,346.799988,342.017944,1204040
2020-07-03,350.200012,366.799988,348.649994,360.399994,355.430420,9300920
2020-07-06,365.100006,366.000000,356.100006,359.450012,354.493530,3360559
2020-07-07,361.000000,361.000000,344.250000,345.950012,341.179688,4348413
2020-07-08,349.000000,349.649994,339.299988,340.600006,335.903473,3988463
2020-07-09,341.000000,346.500000,340.000000,343.149994,338.418274,3635224
2020-07-10,341.000000,342.700012,332.250000,334.950012,330.331360,3368457
2020-07-13,336.250000,339.649994,331.500000,332.200012,327.619263,2187702
2020-07-14,332.700012,333.500000,319.700012,320.399994,315.981995,3146768
2020-07-15,320.549988,324.500000,312.899994,315.149994,310.804382,3905249
2020-07-16,317.000000,317.450012,309.600006,311.200012,306.908875,3122788
2020-07-17,312.000000,318.899994,310.600006,313.000000,308.684021,3264266
2020-07-20,316.000000,318.700012,310.350006,317.299988,312.924713,4328735
2020-07-21,320.899994,325.350006,313.600006,314.700012,310.360596,4264584
2020-07-22,316.200012,318.649994,309.100006,312.000000,307.697815,3068805
2020-07-23,313.399994,315.950012,311.600006,313.899994,309.571625,2831414
2020-07-24,313.899994,313.950012,305.350006,309.399994,305.133636,2457668
2020-07-27,309.000000,310.700012,298.000000,309.049988,304.788483,5465737
2020-07-28,309.899994,320.000000,308.049988,318.600006,314.206787,4973488
2020-07-29,317.049988,323.000000,312.049988,315.149994,310.804382,4000041
2020-07-30,317.850006,321.750000,310.100006,312.500000,308.190918,2498353
2020-07-31,315.000000,318.149994,312.750000,315.200012,310.853699,1944926
2020-08-03,311.000000,319.549988,308.649994,311.350006,307.056793,2408531
2020-08-04,313.000000,317.750000,311.350006,314.950012,310.607147,3182644
2020-08-05,316.399994,328.799988,313.399994,327.100006,322.589600,8387003
2020-08-06,330.100006,330.899994,321.399994,323.799988,319.335083,3281920
2020-08-07,323.899994,328.350006,321.549988,326.649994,322.145813,2634656
